[2025-11-28T13:15:05.131Z] GET / | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.701Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:09:29.712Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.789Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:09:29.875Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:09:29.883Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.898Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.981Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:30.057Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.102Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:30.115Z] GET /api/users/6929bb2922a4e30247f25d4e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.136Z] DELETE /api/users/6929bb2922a4e30247f25d4e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.155Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.166Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.236Z] DELETE /api/users/6929bb2922a4e30247f25d4e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.249Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.259Z] GET /api/users/6929bb2922a4e30247f25d4e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.270Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.345Z] PUT /api/users/6929bb2a22a4e30247f25d6a | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.356Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.364Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.435Z] PUT /api/users/6929bb2a22a4e30247f25d6a | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.466Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:30.473Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:30.485Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:30.567Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:30.578Z] PUT /api/reservations/6929bb2a22a4e30247f25d77 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:30.595Z] PUT /api/reservations/6929bb2a22a4e30247f25d77/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:30.606Z] DELETE /api/reservations/6929bb2a22a4e30247f25d77 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:30.626Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:47.105Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.130Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.286Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.301Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.381Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:09:47.390Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.462Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:09:47.555Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:09:47.564Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.576Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.659Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.732Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.771Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:47.782Z] GET /api/users/6929bb3b14ac77a613c01c0b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.798Z] DELETE /api/users/6929bb3b14ac77a613c01c0b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.813Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.822Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.892Z] DELETE /api/users/6929bb3b14ac77a613c01c0b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.904Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.913Z] GET /api/users/6929bb3b14ac77a613c01c0b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:47.929Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.011Z] PUT /api/users/6929bb3b14ac77a613c01c27 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.026Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.035Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.110Z] PUT /api/users/6929bb3b14ac77a613c01c27 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.141Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:48.150Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:09:48.159Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:48.245Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:48.256Z] PUT /api/reservations/6929bb3c14ac77a613c01c35 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:48.268Z] PUT /api/reservations/6929bb3c14ac77a613c01c35/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:48.290Z] DELETE /api/reservations/6929bb3c14ac77a613c01c35 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:09:48.307Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:21.411Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.445Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.620Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.636Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.716Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:10:21.728Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.804Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:10:21.909Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:10:21.925Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:21.945Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:22.039Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:22.126Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.172Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:22.181Z] GET /api/users/6929bb5d6d639585823db82f | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.206Z] DELETE /api/users/6929bb5d6d639585823db82f | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.226Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.240Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.316Z] DELETE /api/users/6929bb5d6d639585823db82f | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.335Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.345Z] GET /api/users/6929bb5d6d639585823db82f | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.357Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.444Z] PUT /api/users/6929bb5e6d639585823db84b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.458Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.465Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.543Z] PUT /api/users/6929bb5e6d639585823db84b | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.561Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:22.568Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:22.578Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:22.664Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:22.677Z] PUT /api/reservations/6929bb5e6d639585823db859 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:22.696Z] PUT /api/reservations/6929bb5e6d639585823db859/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:22.708Z] DELETE /api/reservations/6929bb5e6d639585823db859 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:22.728Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:35.956Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.014Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.023Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.046Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.121Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.172Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.225Z] GET /search | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.227Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.238Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.274Z] GET /search | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.284Z] POST /api/bookingReservation/Dummy100/2025-11-29 | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.297Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.300Z] GET /api/search/origins | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.315Z] GET /api/search/origins | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.319Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:10:36.329Z] GET /api/search/origins | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.329Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.346Z] GET /api/search/destinations?origin=Manila | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.359Z] GET /api/search/destinations | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.368Z] GET /api/search/destinations?origin=NonExistentCity | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.374Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.379Z] GET /api/search/destinations?origin=Manila | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.400Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.404Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:10:36.451Z] POST /api/bookingReservation/ABC/2025-11-29 | IP: ::ffff:127.0.0.1 | User: rocher@jest.com[User]
[2025-11-28T15:10:36.457Z] GET /api/search/times?origin=Manila | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.465Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2026-12-01 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.479Z] POST /api/bookingReservation/Dummy100/2025-11-29 | IP: ::ffff:127.0.0.1 | User: rocher@jest.com[User]
[2025-11-28T15:10:36.481Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.500Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:10:36.506Z] POST /api/bookingReservation/Dummy100/2025-11-29 | IP: ::ffff:127.0.0.1 | User: rocher@jest.com[User]
[2025-11-28T15:10:36.509Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.524Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.527Z] POST /api/bookingReservation/Dummy100/2025-11-29 | IP: ::ffff:127.0.0.1 | User: love@jest.com[User]
[2025-11-28T15:10:36.547Z] PATCH /api/bookingReservation/6929bb6c3582487ae81511bf | IP: ::ffff:127.0.0.1 | User: love@jest.com[User]
[2025-11-28T15:10:36.566Z] PATCH /api/bookingReservation/6929bb6c3582487ae81511c9 | IP: ::ffff:127.0.0.1 | User: love@jest.com[User]
[2025-11-28T15:10:36.598Z] PATCH /api/bookingReservation/6929bb6c3582487ae81511c9 | IP: ::ffff:127.0.0.1 | User: rocher@jest.com[User]
[2025-11-28T15:10:36.600Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.617Z] POST /api/bookingReservation/Dummy100/2025-11-29 | IP: ::ffff:127.0.0.1 | User: love@jest.com[User]
[2025-11-28T15:10:36.622Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.635Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.637Z] GET /logout | IP: ::ffff:127.0.0.1 | User: rocher@jest.com[User]
[2025-11-28T15:10:36.644Z] GET /logout | IP: ::ffff:127.0.0.1 | User: love@jest.com[User]
[2025-11-28T15:10:36.656Z] GET /api/search/times?origin=Manila&destination=Cebu&date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.660Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.666Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.699Z] GET /api/search/instances/FSTEST001 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.701Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.715Z] GET /api/search/instances/FSTEST001?date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.728Z] GET /api/search/instances/NONEXISTENT | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.739Z] GET /api/search/instances/FSTEST001 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.748Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.758Z] GET /api/users/6929bb6c7cb37d8f13e2fcbb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.762Z] GET /api/search/instances/FSTEST001?date=2025-11-29 | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.772Z] DELETE /api/users/6929bb6c7cb37d8f13e2fcbb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.785Z] GET /logout | IP: ::ffff:127.0.0.1 | User: meiji_buu@dbz.com[User]
[2025-11-28T15:10:36.787Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.792Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:36.796Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.871Z] DELETE /api/users/6929bb6c7cb37d8f13e2fcbb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.890Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.900Z] GET /api/users/6929bb6c7cb37d8f13e2fcbb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.909Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.988Z] PUT /api/users/6929bb6c7cb37d8f13e2fcd7 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:36.999Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:37.003Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:37.072Z] PUT /api/users/6929bb6c7cb37d8f13e2fcd7 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:37.087Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:37.093Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:10:37.101Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:10:37.179Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:37.191Z] PUT /api/reservations/6929bb6d7cb37d8f13e2fce5 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:37.205Z] PUT /api/reservations/6929bb6d7cb37d8f13e2fce5/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:37.215Z] DELETE /api/reservations/6929bb6d7cb37d8f13e2fce5 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:10:37.230Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:22:52.793Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:52.822Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:52.973Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:52.982Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.058Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:22:53.069Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.148Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:22:53.235Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:22:53.244Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.257Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.338Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.412Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.449Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.461Z] GET /api/users/6929be4c440dbbaf4159708c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.477Z] DELETE /api/users/6929be4c440dbbaf4159708c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.494Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.501Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.570Z] DELETE /api/users/6929be4c440dbbaf4159708c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.590Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.599Z] GET /api/users/6929be4c440dbbaf4159708c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.615Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.696Z] PUT /api/users/6929be4d440dbbaf415970a8 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.713Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.725Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.799Z] PUT /api/users/6929be4d440dbbaf415970a8 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.815Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.822Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:22:53.856Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:22:53.941Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:22:53.954Z] PUT /api/reservations/6929be4d440dbbaf415970ba | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:22:53.968Z] PUT /api/reservations/6929be4d440dbbaf415970ba/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:22:53.980Z] DELETE /api/reservations/6929be4d440dbbaf415970ba | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:22:53.997Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[Admin]
[2025-11-28T15:23:48.028Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.057Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.223Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.238Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.328Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:23:48.344Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.425Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:23:48.511Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:23:48.519Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.534Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.622Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.699Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:23:48.742Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:23:48.755Z] GET /api/users/6929be8403287ccfecba9c44 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:23:48.774Z] DELETE /api/users/6929be8403287ccfecba9c44 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:23:48.795Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:23:48.807Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:23:48.887Z] DELETE /api/users/6929be8403287ccfecba9c44 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
